-1.532416999999999918e+00,-1.525477999999999890e+00,-1.785317999999999961e+00,-1.733384000000000036e+00,-1.590678000000000036e+00,-1.624948999999999977e+00,-1.613296000000000063e+00,-1.683391000000000082e+00,-1.301020999999999983e+00,5.310712999999999795e+00,3.870432999999999879e+01,1.035786999999999978e+02,1.814463000000000079e+02,2.695443999999999960e+02,3.605160999999999945e+02,4.509091999999999985e+02,5.388397999999999683e+02,6.196749999999999545e+02,6.914094000000000051e+02,7.574871000000000549e+02,8.087395999999999958e+02,8.558070000000000164e+02,8.166088999999999487e+02,8.589160000000000537e+02,9.018591999999999871e+02,8.072326000000000477e+02,8.085560000000000400e+02,5.797057999999999538e+02,5.249207000000000107e+02,7.400139000000000351e+02,6.124687000000000126e+02,5.680838999999999714e+02,4.881523000000000252e+02,3.931822999999999979e+02,3.005088000000000079e+02,2.087391000000000076e+02,1.243055999999999983e+02,5.366763999999999868e+01,7.202168999999999599e+00,-1.546899999999999942e+00,-1.680419000000000107e+00,-1.410525000000000029e+00,-1.400678000000000090e+00,-1.481316999999999995e+00,-1.490955000000000030e+00,-1.265414999999999957e+00,-6.043965999999999505e-01,-1.486793999999999949e+00
-1.143396999999999997e+00,-8.951831000000000094e-01,-9.240931000000000006e-01,-1.373042000000000096e+00,-1.386260000000000048e+00,-1.252531999999999979e+00,-1.341466999999999965e+00,-1.616583000000000103e+00,-1.372603000000000018e+00,-1.144546999999999981e+00,3.198573999999999806e+00,1.286242999999999981e+01,7.092905000000000371e+01,1.962948000000000093e+02,3.037762000000000171e+02,4.014920000000000186e+02,4.937400999999999840e+02,5.806488000000000511e+02,6.618549000000000433e+02,7.314143000000000256e+02,7.882590000000000146e+02,8.334456000000000131e+02,8.681973000000000411e+02,8.745575999999999794e+02,9.071400999999999613e+02,8.473961000000000467e+02,8.847894000000000005e+02,8.501105000000000018e+02,8.014741000000000213e+02,7.413645999999999958e+02,nan,5.301712999999999738e+02,4.456415999999999826e+02,3.559667000000000030e+02,2.690475000000000136e+02,1.876998000000000104e+02,1.021038999999999959e+02,3.018096999999999852e+01,4.412259000000000042e-01,-2.516325000000000145e+00,-1.989972999999999992e+00,-1.542208000000000023e+00,-1.277207999999999899e+00,-1.370406999999999931e+00,-1.324932999999999916e+00,-1.581862000000000101e+00,-4.869945999999999997e-01,-4.892325000000000146e-01
-4.574286000000000185e-01,-4.300995000000000235e-01,-4.341286999999999785e-01,-4.171090000000000075e-01,-3.844060999999999728e-01,-4.090536000000000172e-01,-3.006268999999999747e-01,-2.970399000000000234e-01,-3.570730999999999766e-01,-3.552818999999999838e-01,-3.449650000000000216e-01,4.950726999999999767e-01,7.739729999999999777e+00,1.511524000000000001e+01,2.463950000000000173e+01,3.545233000000000345e+01,4.479699000000000098e+01,5.428426000000000329e+01,5.242258000000000351e+01,7.556116000000000099e+01,1.071469000000000023e+02,1.293591999999999871e+02,1.528980999999999995e+02,1.164889000000000010e+02,1.261830000000000069e+02,2.040088000000000079e+02,2.737017999999999915e+02,1.924085000000000036e+02,1.733428000000000111e+02,9.562115000000000009e+01,1.162164999999999964e+02,2.095760999999999967e+02,1.391818000000000097e+02,8.502540999999999372e+01,7.444898999999999489e+01,2.473438000000000159e+01,6.586179999999999701e+00,5.824437000000000086e-01,-3.010845999999999800e-01,-2.755490999999999913e-01,-2.858500999999999959e-01,-2.670327000000000117e-01,-3.082502999999999771e-01,-2.916761999999999966e-01,-1.133688999999999947e-01,-5.824483999999999911e-02,-2.040096999999999827e+00,-1.897694999999999910e+00
-2.006521999999999917e+00,-2.032084999999999919e+00,-1.995343000000000089e+00,-1.819768000000000052e+00,-1.707330999999999932e+00,-1.102980000000000071e+00,-1.687167000000000083e+00,-1.668792000000000053e+00,-1.545582000000000011e+00,-1.302324000000000037e+00,-1.027258999999999922e+00,-9.430325999999999986e-01,7.087210999999999927e+00,5.745819999999999794e+01,1.174133000000000067e+02,1.501982999999999890e+02,1.711108999999999867e+02,2.172424000000000035e+02,2.578335999999999899e+02,2.987010999999999967e+02,4.518573000000000093e+02,4.440806000000000040e+02,3.280427000000000248e+02,6.713644000000000460e+02,5.921335000000000264e+02,4.294236000000000217e+02,5.475392000000000507e+02,3.117361000000000217e+02,3.115797000000000025e+02,4.129180000000000064e+02,1.785016999999999996e+02,3.121591999999999985e+02,2.697037000000000262e+02,1.462735999999999876e+02,6.839190000000000680e+01,8.756695999999999813e+00,-2.170332999999999846e+00,-2.113007000000000080e+00,-2.052122999999999919e+00,-1.958566999999999947e+00,-2.030693999999999999e+00,-1.767287999999999970e+00,-1.752520999999999995e+00,-1.796435000000000004e+00,-1.745374999999999899e+00,-1.813026999999999944e+00,-1.144265000000000088e+00,-1.081539000000000028e+00
-1.303757000000000055e+00,-1.120502000000000109e+00,-1.044348999999999972e+00,-9.497835999999999501e-01,-1.166617000000000015e+00,-1.474385000000000057e+00,-1.413000000000000034e+00,-1.392865000000000020e+00,-1.166625000000000023e+00,-1.071644000000000041e+00,-1.157648999999999928e+00,-1.370435000000000070e+00,-1.339965999999999990e+00,8.393307999999999325e+00,3.432764000000000237e+01,9.380396000000000356e+01,1.357767000000000053e+02,2.656963999999999828e+02,3.697998999999999796e+02,3.089630000000000223e+02,3.617635000000000218e+02,4.962219999999999800e+02,5.290366000000000213e+02,5.451055000000000064e+02,5.154651999999999816e+02,4.905643000000000029e+02,5.402141000000000304e+02,4.560330999999999904e+02,2.216543000000000063e+02,3.260441999999999894e+02,1.906785000000000139e+02,1.105488000000000000e+02,1.305377000000000010e+02,2.376084000000000174e+01,5.653019999999999712e-01,-1.750582000000000082e+00,-1.378347999999999907e+00,-1.297266999999999948e+00,-9.823625999999999747e-01,-1.696390999999999982e+00,-1.740286000000000000e+00,-1.437511999999999901e+00,-1.493967000000000045e+00,-1.222946000000000089e+00,-8.789217000000000279e-01,-6.674997999999999765e-01,-1.984390000000000098e+00,-1.643415000000000070e+00
-1.838780000000000081e+00,-1.806540999999999952e+00,-2.318163999999999891e+00,-2.528255000000000141e+00,-2.581142999999999965e+00,-2.303370000000000140e+00,-1.779163000000000050e+00,-1.395637999999999934e+00,-1.625931000000000015e+00,-1.549763999999999919e+00,-1.424754999999999994e+00,-1.519288999999999890e+00,-1.664455000000000018e+00,-1.162188999999999917e+00,8.532578000000000884e+00,3.880508999999999986e+01,8.448272000000000048e+01,9.723144999999999527e+01,1.312197999999999922e+02,2.458240999999999872e+02,3.164879000000000246e+02,3.771447000000000003e+02,3.986596999999999866e+02,4.278007000000000062e+02,4.172178999999999860e+02,4.274048000000000229e+02,3.620303000000000111e+02,3.236738000000000284e+02,3.232506000000000199e+02,2.796012000000000057e+02,1.969139999999999873e+02,1.262199999999999989e+02,5.835249999999999915e+01,5.357700000000000351e+00,-2.112521000000000093e+00,-2.012664000000000009e+00,-1.996170000000000000e+00,-1.894506999999999941e+00,-1.895456000000000030e+00,-1.802724999999999911e+00,-1.780810999999999922e+00,-1.624465000000000048e+00,-1.792475000000000041e+00,-1.923721999999999932e+00,-1.843982999999999928e+00,-1.672417000000000042e+00,-1.187451999999999952e-01,-1.801342999999999972e-01
-1.048544000000000004e-01,-7.752053999999999889e-02,-6.318184999999999774e-02,-2.151764999999999928e-02,-3.629609000000000307e-02,-4.884295999999999777e-02,-2.912669999999999842e-02,-2.867832000000000020e-02,-7.080395999999999912e-02,-3.808841000000000310e-02,-3.808861999999999665e-02,-6.004546999999999662e-02,-7.931386999999999465e-02,-1.478698999999999986e-02,8.733613999999999322e+00,2.595764000000000138e+01,3.185250999999999877e+01,6.026789000000000129e+01,6.573305000000000575e+01,1.264801999999999964e+02,1.125555999999999983e+02,8.876991999999999905e+01,5.699481000000000108e+01,1.016587999999999994e+02,7.010250999999999522e+01,9.577056000000000324e+01,1.342784000000000049e+02,5.082739000000000118e+01,5.015106999999999715e+01,3.566790999999999912e+01,3.322550999999999988e+01,1.227532000000000068e+01,9.599244999999999806e+00,1.056038999999999950e+00,7.576664999999999789e-03,-6.272841999999999828e-03,-1.792142999999999861e-02,-6.586213000000000484e-02,-5.107686000000000170e-02,-9.543248000000000009e-02,-1.070820999999999995e-01,-5.197253999999999763e-02,-1.048276000000000069e-01,-1.008090999999999987e-01,-9.946430000000000549e-02,-7.213419999999999555e-02,-3.123026999999999886e-01,-1.859491000000000060e-01
-5.538168999999999453e-01,-5.202147000000000299e-01,-8.271378000000000341e-01,-6.331358999999999737e-01,-4.247807000000000111e-01,-7.626429999999999598e-01,-2.298668000000000100e-01,-5.036363999999999841e-01,-6.604750999999999816e-01,-5.345704999999999485e-01,-1.036885000000000057e+00,-1.377895000000000092e+00,-9.540054999999999508e-01,1.980757999999999963e-01,1.915745000000000076e+01,9.264015000000000555e+01,1.785535999999999888e+02,2.036804999999999950e+02,2.800076000000000249e+02,3.497013000000000034e+02,4.000570999999999913e+02,4.413326999999999884e+02,4.870446999999999775e+02,4.989159000000000219e+02,5.018462999999999852e+02,4.520423999999999864e+02,4.651345000000000027e+02,4.095645000000000095e+02,3.915364000000000146e+02,3.464805000000000064e+02,2.734424999999999955e+02,1.985788000000000011e+02,1.190645999999999987e+02,4.311534999999999940e+01,6.205150000000000388e-01,-1.964218000000000020e+00,-1.755514999999999937e+00,-4.288060000000000205e-01,-1.123796000000000017e+00,-1.846988000000000074e+00,-1.838020999999999905e+00,-1.847453999999999930e+00,-1.574187999999999921e+00,-2.014291000000000054e+00,-1.905408999999999908e+00,-1.654476000000000058e+00,-1.509886999999999979e+00,-1.538564000000000043e+00
-1.540383999999999975e+00,-1.718736999999999959e+00,-1.641658999999999979e+00,-1.620114999999999972e+00,-1.254404000000000075e+00,-1.361045999999999978e+00,-9.075031000000000070e-01,-6.587754999999999583e-01,-7.022376999999999647e-01,-9.289809999999999457e-01,-6.529397000000000117e-01,-5.503107999999999889e-01,1.829272000000000009e+00,2.112534000000000134e+01,6.866805999999999699e+01,1.187070999999999970e+02,1.747796999999999912e+02,2.809997999999999934e+02,4.294605999999999995e+02,4.019538999999999760e+02,5.476712999999999738e+02,5.874592999999999847e+02,6.164058999999999742e+02,6.320727000000000544e+02,6.235338000000000420e+02,5.986096999999999753e+02,5.979018999999999551e+02,5.607643000000000484e+02,4.957798000000000229e+02,4.088652999999999906e+02,3.832384000000000128e+02,2.910024000000000228e+02,2.027464999999999975e+02,1.147646000000000015e+02,3.750896000000000186e+01,-1.498658000000000046e+00,-2.503715000000000135e+00,-1.908298999999999968e+00,-2.008306999999999842e+00,-1.869869000000000003e+00,-1.739957999999999894e+00,-1.887844000000000078e+00,-2.106104000000000198e+00,-1.828737999999999975e+00,-1.800977000000000050e+00,-1.914787000000000017e+00,-1.783469000000000027e-01,-1.505586999999999898e-01
-1.424962999999999924e-01,-8.558794999999999598e-02,-7.752170999999999368e-02,-2.182244000000000128e-01,-4.449633000000000060e-01,-2.271909000000000012e-01,-1.720722000000000085e-01,-1.402589999999999948e-01,-1.756570000000000076e-01,-1.505624999999999880e-01,1.433926000000000089e-01,5.480724999999999625e+00,2.305984000000000123e+01,6.230151999999999646e+01,1.072813000000000017e+02,1.450391999999999939e+02,2.455361000000000047e+02,2.568145000000000095e+02,4.159993999999999801e+02,3.357189000000000192e+02,3.173426000000000045e+02,4.415226999999999862e+02,3.861743999999999915e+02,4.556908999999999992e+02,6.255933999999999742e+02,4.080769000000000233e+02,3.493731000000000222e+02,3.391043000000000234e+02,3.360788999999999760e+02,3.213421000000000163e+02,4.087114000000000260e+02,3.564673999999999978e+02,2.213685000000000116e+02,1.201209000000000060e+02,1.022023999999999972e+02,2.639966000000000079e+01,-9.758723999999999732e-01,-1.982237999999999944e+00,-1.499694000000000083e+00,-1.146198000000000050e+00,-3.795472999999999764e-01,-3.705648000000000275e-01,-2.580942999999999987e-01,-3.553139000000000158e-01,-6.958748999999999629e-01,-4.220967999999999942e-01,-1.222302999999999917e+00,-1.122857999999999912e+00
