UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
20:21:00, 74, 8, 101658,  ,  , 13.66, 87.20,  ,  ,  , 
20:21:02, 74, 8, 101660,  ,  , 13.65, 86.15,  ,  ,  , 
20:21:02, 74, 8, 101660,  ,  , 13.62, 85.80,  ,  ,  , 
20:21:03, 74, 8, 101660,  ,  , 13.61, 85.60,  ,  ,  , 
20:21:04, 74, 8, 101660,  ,  , 13.59, 85.45,  ,  ,  , 
20:21:05, 74, 8, 101660,  ,  , 13.58, 85.25,  ,  ,  , 
20:21:06, 74, 8, 101661,  ,  , 13.56, 85.00,  ,  ,  , 
20:21:07, 74, 8, 101662,  ,  , 13.53, 84.85,  ,  ,  , 
20:21:08, 74, 8, 101663,  ,  , 13.48, 84.65,  ,  ,  , 
20:21:09, 74, 8, 101664,  ,  , 13.45, 84.60,  ,  ,  , 
20:21:10, 74, 8, 101666,  ,  , 13.43, 84.50,  ,  ,  , 
20:21:11, 74, 8, 101666,  ,  , 13.39, 84.45,  ,  ,  , 
20:21:12, 74, 8, 101667,  ,  , 13.37, 84.50,  ,  ,  , -0.1
20:21:13, 73, 7, 101668,  ,  , 13.32, 84.50,  ,  ,  , -0.1
20:21:14, 73, 7, 101669,  ,  , 13.28, 84.55,  ,  ,  , -0.1
20:21:15, 73, 7, 101670,  ,  , 13.24, 84.65,  ,  ,  , -0.1
20:21:16, 73, 7, 101672,  ,  , 13.18, 84.75,  ,  ,  , -0.1
20:21:17, 73, 7, 101672,  ,  , 13.15, 84.90,  ,  ,  , -0.1
20:21:18, 73, 7, 101672,  ,  , 13.11, 85.10,  ,  ,  , -0.1
20:21:19, 73, 7, 101672,  ,  , 13.07, 85.25,  ,  ,  , -0.1
20:21:20, 73, 7, 101670,  ,  , 13.03, 85.30,  ,  ,  , -0.1
20:21:21, 73, 7, 101669,  ,  , 13.01, 85.45,  ,  ,  , 0
20:21:22, 73, 7, 101668,  ,  , 12.98, 85.55, 17.2,  ,  , 0
20:21:23, 73, 7, 101669,  ,  , 12.96, 85.70,  ,  ,  , 0
20:21:24, 73, 7, 101670,  ,  , 12.93, 85.85,  ,  ,  , 0
20:21:25, 73, 7, 101672,  ,  , 12.89, 85.95,  ,  ,  , 0
20:21:26, 73, 7, 101670,  ,  , 12.85, 86.10,  ,  ,  , 0
20:21:27, 73, 7, 101669,  ,  , 12.82, 86.15,  ,  ,  , 0
20:21:28, 73, 7, 101668,  ,  , 12.78, 86.20,  ,  ,  , 0
20:21:29, 73, 7, 101671,  ,  , 12.73, 86.30,  ,  ,  , 0
20:21:30, 73, 7, 101674,  ,  , 12.70, 86.40,  ,  ,  , 0
20:21:31, 73, 7, 101678,  ,  , 12.67, 86.55,  ,  ,  , 0
20:21:34, 73, 7, 101674, 0.45, 251.60, 12.58, 86.95,  , -37.794578, 144.961988, 0
20:21:35, 74, 8, 101660, 0.50, 252.40, 12.57, 87.15,  ,  ,  , 0.1
20:21:36, 75, 9, 101652, 0.60, 249.00, 12.56, 87.40,  ,  ,  , 0.1
20:21:37, 75, 9, 101644, 0.15, 249.00, 12.55, 87.55,  , -37.794562, 144.962030, 0.2
20:21:38, 75, 9, 101654, 0.20, 58.00, 12.55, 87.90,  ,  ,  , 0.1
20:21:39, 74, 8, 101664, 0.05, 58.00, 12.52, 88.10,  ,  ,  , 0
20:21:40, 73, 7, 101674, 0.10, 58.00, 12.51, 88.30,  , -37.794567, 144.962048, 0
20:21:41, 73, 7, 101674, 0.15, 58.00, 12.50, 88.50,  ,  ,  , 0
20:21:42, 73, 7, 101674, 0.20, 58.00, 12.49, 88.65,  ,  ,  , 0
20:21:43, 73, 7, 101674, 0.05, 58.00, 12.48, 88.80,  , -37.794573, 144.961998, 0
20:21:44, 73, 7, 101674, 0.15, 58.00, 12.47, 88.95,  ,  ,  , 0
20:21:45, 73, 7, 101675, 0.10, 58.00, 12.47, 89.10,  ,  ,  , 0
20:21:46, 73, 7, 101676, 0.15, 58.00, 12.45, 89.30,  , -37.794570, 144.961997, 0
20:21:47, 73, 7, 101675, 0.10, 58.00, 12.44, 89.50,  ,  ,  , -0.1
20:21:48, 73, 7, 101674, 0.15, 58.00, 12.43, 89.55,  ,  ,  , -0.2
20:21:49, 73, 7, 101674, 0.15, 58.00, 12.42, 89.65, 16.8, -37.794562, 144.961997, -0.2
20:21:50, 73, 7, 101674, 0.10, 58.00, 12.42, 89.75,  ,  ,  , -0.1
20:21:51, 73, 7, 101674, 0.10, 58.00, 12.41, 89.85,  ,  ,  , -0.1
20:21:52, 73, 7, 101674, 0.15, 58.00, 12.41, 89.95,  , -37.794570, 144.961977, 0
20:21:53, 73, 7, 101673, 0.20, 58.00, 12.41, 90.10,  ,  ,  , 0
20:21:54, 73, 7, 101672, 0.20, 58.00, 12.41, 90.20,  ,  ,  , 0
20:21:55, 73, 7, 101672, 0.10, 58.00, 12.41, 90.35,  , -37.794565, 144.962035, 0
20:21:56, 73, 7, 101672, 0.05, 58.00, 12.40, 90.45,  ,  ,  , 0
20:21:57, 73, 7, 101672, 0.10, 58.00, 12.40, 90.50,  ,  ,  , 0
20:21:58, 73, 7, 101672, 0.15, 58.00, 12.40, 90.60,  , -37.794582, 144.961983, 0
20:21:59, 73, 7, 101672, 0.15, 58.00, 12.40, 90.75,  ,  ,  , 0
20:22:00, 73, 7, 101673, 0.10, 58.00, 12.40, 90.90,  ,  ,  , 0
20:22:01, 73, 7, 101674, 0.15, 58.00, 12.40, 91.00,  , -37.794557, 144.962055, 0
20:22:02, 73, 7, 101673, 0.10, 58.00, 12.41, 91.05,  ,  ,  , 0
20:22:03, 73, 7, 101672, 0.10, 58.00, 12.41, 91.15,  ,  ,  , 0
20:22:04, 73, 7, 101672, 0.10, 58.00, 12.40, 91.25,  , -37.794553, 144.962058, 0
20:22:05, 73, 7, 101672, 0.15, 58.00, 12.40, 91.30,  ,  ,  , 0
20:22:06, 73, 7, 101673, 0.10, 58.00, 12.40, 91.35,  ,  ,  , 0
20:22:07, 73, 7, 101674, 0.10, 58.00, 12.39, 91.40,  , -37.794552, 144.962057, 0
20:22:08, 73, 7, 101673, 0.05, 58.00, 12.39, 91.40,  ,  ,  , 0
20:22:09, 73, 7, 101672, 0.05, 58.00, 12.38, 91.40,  ,  ,  , 0
20:22:10, 73, 7, 101672, 0.05, 58.00, 12.38, 91.45,  , -37.794553, 144.962055, 0
20:22:11, 73, 7, 101673, 0.05, 58.00, 12.37, 91.45,  ,  ,  , 0
20:22:12, 73, 7, 101674, 0.05, 58.00, 12.36, 91.50,  ,  ,  , 0
20:22:13, 73, 7, 101676, 0.05, 58.00, 12.35, 91.50,  , -37.794550, 144.962057, 0
20:22:15, 73, 7, 101674, 0.05, 58.00, 12.34, 91.45,  ,  ,  , 0
20:22:16, 73, 7, 101674, 0.05, 58.00, 12.33, 91.40, 16.8, -37.794548, 144.962057, 0
20:22:18, 73, 7, 101671, 0.05, 58.00, 12.33, 91.45,  ,  ,  , 0
20:22:19, 73, 7, 101670, 0.05, 58.00, 12.32, 91.50,  , -37.794547, 144.962057, 0
20:22:20, 73, 7, 101671, 0.00, 58.00, 12.32, 91.55,  ,  ,  , 0
20:22:21, 73, 7, 101672, 0.00, 58.00, 12.32, 91.50,  ,  ,  , 0
20:22:22, 73, 7, 101674, 0.00, 58.00, 12.32, 91.50,  , -37.794547, 144.962055, 0
20:22:23, 73, 7, 101673, 0.00, 58.00, 12.33, 91.50,  ,  ,  , 0
20:22:24, 73, 7, 101672, 0.00, 58.00, 12.33, 91.65,  ,  ,  , 0
20:22:25, 73, 7, 101672, 0.00, 58.00, 12.34, 91.80,  , -37.794545, 144.962053, 0
20:22:26, 73, 7, 101672, 0.05, 58.00, 12.34, 91.95,  ,  ,  , 0
20:22:27, 73, 7, 101672, 0.05, 58.00, 12.34, 92.05,  ,  ,  , 0
20:22:28, 73, 7, 101672, 0.05, 58.00, 12.35, 92.20,  , -37.794543, 144.962053, 0
20:22:29, 73, 7, 101672, 0.05, 58.00, 12.35, 92.30,  ,  ,  , 0
20:22:30, 73, 7, 101672, 0.05, 58.00, 12.35, 92.40,  ,  ,  , 0
20:22:31, 73, 7, 101672, 0.05, 58.00, 12.35, 92.40,  , -37.794542, 144.962055, 0
20:22:33, 73, 7, 101673, 0.05, 58.00, 12.37, 92.15,  ,  ,  , 0
20:22:34, 73, 7, 101674, 0.05, 58.00, 12.37, 92.00,  , -37.794542, 144.962057, 0
20:22:35, 73, 7, 101672, 0.05, 58.00, 12.37, 91.95,  ,  ,  , 0
20:22:36, 73, 7, 101671, 0.05, 58.00, 12.37, 91.80,  ,  ,  , 0
20:22:37, 73, 7, 101670, 0.05, 58.00, 12.36, 91.70,  , -37.794542, 144.962057, 0
20:22:38, 73, 7, 101671, 0.05, 58.00, 12.36, 91.65,  ,  ,  , 0
20:22:39, 73, 7, 101672, 0.05, 58.00, 12.35, 91.65,  ,  ,  , 0
20:22:40, 73, 7, 101674, 0.05, 58.00, 12.35, 91.60,  , -37.794542, 144.962052, 0
20:22:41, 73, 7, 101673, 0.10, 58.00, 12.35, 91.65,  ,  ,  , 0
20:22:42, 73, 7, 101672, 0.10, 58.00, 12.35, 91.65,  ,  ,  , 0
20:22:43, 73, 7, 101672, 0.05, 58.00, 12.35, 91.70, 16.5, -37.794542, 144.962047, 0
20:22:44, 73, 7, 101672, 0.00, 58.00, 12.34, 91.75,  ,  ,  , 0
20:22:45, 73, 7, 101672, 0.00, 58.00, 12.34, 91.75,  ,  ,  , 0
20:22:46, 73, 7, 101672, 0.00, 58.00, 12.33, 91.80,  , -37.794543, 144.962045, 0
20:22:47, 73, 7, 101672, 0.00, 58.00, 12.33, 91.80,  ,  ,  , 0
20:22:48, 73, 7, 101673, 0.00, 58.00, 12.32, 91.85,  ,  ,  , 0
20:22:49, 73, 7, 101674, 0.00, 58.00, 12.30, 91.90,  , -37.794542, 144.962043, 0
20:22:50, 73, 7, 101674, 0.00, 58.00, 12.30, 91.90,  ,  ,  , 0
20:22:51, 73, 7, 101674, 0.00, 58.00, 12.29, 91.90,  ,  ,  , 0
20:22:52, 73, 7, 101674, 0.00, 58.00, 12.27, 91.85,  , -37.794543, 144.962042, 0
20:22:53, 73, 7, 101675, 0.00, 58.00, 12.26, 91.80,  ,  ,  , 0
20:22:54, 73, 7, 101676, 0.00, 58.00, 12.26, 91.80,  ,  ,  , 0
20:22:55, 73, 7, 101678, 0.00, 58.00, 12.25, 91.75,  , -37.794543, 144.962042, 0
20:22:56, 73, 7, 101678, 0.00, 58.00, 12.24, 91.75,  ,  ,  , 0
20:22:57, 73, 7, 101678, 0.00, 58.00, 12.23, 91.70,  ,  ,  , 0
20:22:58, 73, 7, 101678, 0.00, 58.00, 12.22, 91.70,  , -37.794542, 144.962042, 0
20:22:59, 73, 7, 101677, 0.00, 58.00, 12.21, 91.75,  ,  ,  , 0
20:23:00, 73, 7, 101676, 0.00, 58.00, 12.20, 91.80,  ,  ,  , 0
20:23:01, 73, 7, 101676, 0.00, 58.00, 12.19, 91.85,  , -37.794540, 144.962043, 0
20:23:02, 73, 7, 101675, 0.00, 58.00, 12.18, 91.85,  ,  ,  , 0
20:23:03, 73, 7, 101674, 0.05, 58.00, 12.17, 91.85,  ,  ,  , 0
20:23:04, 73, 7, 101674, 0.15, 58.00, 12.18, 91.90,  , -37.794537, 144.962045, 0
20:23:05, 73, 7, 101673, 0.05, 58.00, 12.20, 92.05,  ,  ,  , 0
20:23:06, 73, 7, 101672, 0.20, 58.00, 12.23, 92.20,  ,  ,  , 0
20:23:07, 73, 7, 101672, 0.15, 58.00, 12.24, 92.30,  , -37.794530, 144.962045, 0
20:23:08, 73, 7, 101672, 0.15, 58.00, 12.23, 92.35,  ,  ,  , 0
20:23:09, 73, 7, 101672, 0.15, 58.00, 12.22, 92.30,  ,  ,  , 0
20:23:10, 73, 7, 101672, 0.05, 58.00, 12.19, 92.20, 16.5, -37.794528, 144.962042, 0
20:23:11, 73, 7, 101672, 0.05, 58.00, 12.17, 92.10,  ,  ,  , 0
20:23:12, 73, 7, 101673, 0.05, 58.00, 12.13, 91.95,  ,  ,  , 0
20:23:13, 73, 7, 101674, 0.05, 58.00, 12.11, 91.85,  , -37.794525, 144.962037, 0
20:23:14, 73, 7, 101674, 0.10, 58.00, 12.11, 91.70,  ,  ,  , 0
20:23:15, 73, 7, 101674, 0.10, 58.00, 12.09, 91.65,  ,  ,  , 0
20:23:16, 73, 7, 101674, 0.10, 58.00, 12.07, 91.50,  , -37.794523, 144.962035, 0
20:23:18, 73, 7, 101671, 0.05, 58.00, 12.05, 91.45,  ,  ,  , 0
20:23:19, 73, 7, 101670, 0.05, 58.00, 12.04, 91.45,  , -37.794528, 144.962035, 0
20:23:20, 73, 7, 101670, 0.55, 208.70, 12.03, 91.45,  ,  ,  , 0
20:23:21, 73, 7, 101671, 0.35, 234.10, 12.02, 91.45,  ,  ,  , 0
20:23:22, 73, 7, 101672, 0.20, 234.10, 11.99, 91.50,  , -37.794543, 144.962025, 0
20:23:23, 73, 7, 101672, 0.20, 234.10, 11.98, 91.50,  ,  ,  , 0
20:23:24, 73, 7, 101672, 0.30, 203.30, 11.98, 91.50,  ,  ,  , 0
20:23:25, 73, 7, 101672, 0.15, 203.30, 11.97, 91.55,  , -37.794547, 144.962027, 0
20:23:26, 73, 7, 101673, 0.35, 279.20, 11.96, 91.55,  ,  ,  , 0
20:23:27, 73, 7, 101674, 0.35, 279.20, 11.95, 91.60,  ,  ,  , 0
20:23:28, 73, 7, 101676, 0.15, 279.20, 11.95, 91.65,  , -37.794543, 144.962022, 0
20:23:30, 73, 7, 101674, 0.15, 279.20, 11.91, 91.70,  ,  ,  , 0
20:23:31, 73, 7, 101674, 0.10, 279.20, 11.89, 91.70,  , -37.794547, 144.962020, 0
20:23:34, 73, 7, 101672, 0.05, 181.00, 11.83, 91.70,  , -37.794553, 144.962015, 0
20:23:36, 73, 7, 101672, 0.20, 181.00, 11.80, 91.70,  ,  ,  , 0
20:23:37, 73, 7, 101672, 0.20, 181.00, 11.78, 91.75, 16.5, -37.794553, 144.962008, 0
20:23:39, 73, 7, 101674, 0.30, 226.20, 11.75, 91.85,  ,  ,  , 0
20:23:40, 73, 7, 101676, 0.05, 226.20, 11.75, 91.95,  , -37.794553, 144.962003, 0
20:23:42, 73, 7, 101673, 0.25, 226.20, 11.74, 92.05,  ,  ,  , 0
20:23:43, 73, 7, 101672, 0.05, 226.20, 11.74, 92.15,  , -37.794557, 144.962005, 0
20:23:45, 73, 7, 101672, 0.30, 226.20, 11.71, 92.20,  ,  ,  , 0
20:23:46, 73, 7, 101672, 0.05, 226.20, 11.73, 92.20,  , -37.794562, 144.962005, 0
20:23:48, 73, 7, 101673, 0.35, 318.50, 11.71, 92.25,  ,  ,  , 0
20:23:49, 73, 7, 101674, 0.20, 318.50, 11.70, 92.30,  , -37.794553, 144.962002, 0
20:23:50, 73, 7, 101673, 0.35, 305.30, 11.71, 92.40,  ,  ,  , 0
20:23:51, 73, 7, 101672, 0.30, 305.30, 11.71, 92.45,  ,  ,  , 0
20:23:52, 73, 7, 101672, 0.20, 305.30, 11.73, 92.55,  , -37.794552, 144.962000, 0
20:23:53, 73, 7, 101672, 0.20, 305.30, 11.74, 92.60,  ,  ,  , 0
20:23:54, 73, 7, 101672, 0.20, 305.30, 11.75, 92.70,  ,  ,  , 0
20:23:55, 73, 7, 101672, 0.10, 305.30, 11.77, 92.80,  , -37.794555, 144.962003, 0
20:23:56, 73, 7, 101671, 0.05, 305.30, 11.78, 92.85,  ,  ,  , 0
20:23:57, 73, 7, 101670, 0.10, 305.30, 11.80, 92.90,  ,  ,  , 0
20:23:58, 73, 7, 101670, 0.10, 305.30, 11.81, 93.00,  , -37.794557, 144.962007, 0
20:23:59, 73, 7, 101670, 0.15, 305.30, 11.82, 93.15,  ,  ,  , 0
20:24:00, 73, 7, 101671, 0.15, 305.30, 11.84, 93.25,  ,  ,  , 0
20:24:01, 73, 7, 101672, 0.10, 305.30, 11.85, 93.30,  , -37.794555, 144.962010, 0
20:24:03, 73, 7, 101673, 0.10, 305.30, 11.88, 93.35,  ,  ,  , 0
20:24:04, 73, 7, 101674, 0.15, 305.30, 11.89, 93.40, 16.5, -37.794552, 144.962013, 0
20:24:05, 73, 7, 101674, 0.25, 305.30, 11.91, 93.45,  ,  ,  , 0
20:24:06, 73, 7, 101675, 0.10, 305.30, 11.93, 93.45,  ,  ,  , 0
20:24:07, 73, 7, 101676, 0.40, 339.00, 11.96, 93.45,  , -37.794545, 144.962008, 0
20:24:08, 73, 7, 101670, 0.20, 339.00, 11.98, 93.30,  ,  ,  , 0
20:24:09, 74, 8, 101665, 0.15, 339.00, 12.00, 93.20,  ,  ,  , 0
20:24:10, 74, 8, 101660, 0.40, 47.80, 12.03, 93.10,  , -37.794540, 144.962007, 0.1
20:24:11, 74, 8, 101659, 0.30, 47.80, 12.06, 93.05,  ,  ,  , 0.1
20:24:12, 74, 8, 101658, 0.30, 47.80, 12.11, 92.95,  ,  ,  , 0.1
20:24:13, 74, 8, 101658, 0.00, 47.80, 12.11, 92.75,  , -37.794537, 144.962007, 0.1
20:24:14, 74, 8, 101659, 0.15, 47.80, 12.15, 92.55,  ,  ,  , 0.1
20:24:15, 74, 8, 101660, 0.20, 47.80, 12.19, 92.30,  ,  ,  , 0.1
20:24:16, 74, 8, 101662, 0.35, 216.10, 12.23, 92.05,  , -37.794542, 144.962005, 0.1
20:24:17, 74, 8, 101662, 0.35, 221.00, 12.26, 91.80,  ,  ,  , 0.1
20:24:18, 74, 8, 101662, 0.30, 221.00, 12.29, 91.60,  ,  ,  , 0.1
20:24:19, 74, 8, 101662, 0.30, 195.60, 12.33, 91.35,  , -37.794550, 144.962002, 0.1
20:24:20, 74, 8, 101662, 0.35, 169.20, 12.37, 91.10,  ,  ,  , 0.1
20:24:21, 74, 8, 101663, 0.25, 169.20, 12.39, 90.85,  ,  ,  , 0
20:24:22, 74, 8, 101664, 0.05, 169.20, 12.42, 90.70,  , -37.794543, 144.961998, 0
20:24:23, 74, 8, 101664, 0.25, 169.20, 12.44, 90.55,  ,  ,  , 0
20:24:24, 74, 8, 101664, 0.05, 169.20, 12.47, 90.45,  ,  ,  , 0
20:24:25, 74, 8, 101664, 0.50, 162.90, 12.50, 90.25,  , -37.794552, 144.962002, 0
20:24:26, 74, 8, 101664, 0.45, 161.70, 12.54, 90.05,  ,  ,  , 0
20:24:27, 74, 8, 101664, 0.40, 178.70, 12.59, 89.90,  ,  ,  , 0
20:24:28, 74, 8, 101664, 0.40, 153.60, 12.63, 89.75,  , -37.794558, 144.962003, 0
20:24:30, 74, 8, 101661, 0.25, 155.90, 12.71, 89.50,  ,  ,  , 0
20:24:31, 74, 8, 101660, 0.15, 155.90, 12.76, 89.25, 16.5, -37.794557, 144.962007, 0
20:24:34, 74, 8, 101660, 0.10, 187.00, 12.93, 88.55,  , -37.794560, 144.962003, 0
20:24:35, 74, 8, 101660, 0.20, 187.00, 13.00, 88.35,  ,  ,  , 0
20:24:36, 74, 8, 101661, 0.20, 187.00, 13.08, 88.15,  ,  ,  , 0
20:24:37, 74, 8, 101662, 0.20, 187.00, 13.12, 87.90,  , -37.794557, 144.962008, 0
20:24:38, 74, 8, 101663, 0.15, 187.00, 13.14, 87.60,  ,  ,  , 0
20:24:39, 74, 8, 101664, 0.10, 187.00, 13.14, 87.45,  ,  ,  , 0
20:24:40, 74, 8, 101666, 0.35, 249.00, 13.15, 87.20,  , -37.794555, 144.962002, 0
20:24:41, 74, 8, 101663, 0.10, 249.00, 13.15, 87.05,  ,  ,  , 0
20:24:42, 74, 8, 101660, 0.10, 249.00, 13.16, 86.85,  ,  ,  , 0
20:24:43, 74, 8, 101658, 0.10, 249.00, 13.15, 86.70,  , -37.794555, 144.962005, 0
20:24:44, 74, 8, 101660, 0.15, 249.00, 13.15, 86.55,  ,  ,  , 0
20:24:45, 74, 8, 101663, 0.15, 249.00, 13.18, 86.40,  ,  ,  , 0
20:24:46, 74, 8, 101666, 0.05, 249.00, 13.19, 86.40,  , -37.794553, 144.962003, 0
20:24:47, 74, 8, 101664, 0.30, 249.00, 13.24, 86.35,  ,  ,  , 0
20:24:48, 74, 8, 101663, 0.10, 249.00, 13.24, 86.25,  ,  ,  , 0
20:24:49, 74, 8, 101662, 0.30, 249.00, 13.24, 86.20,  , -37.794558, 144.962007, 0
20:24:50, 74, 8, 101663, 0.25, 249.00, 13.24, 86.10,  ,  ,  , 0
20:24:51, 74, 8, 101664, 0.10, 249.00, 13.25, 86.00,  ,  ,  , 0
20:24:52, 74, 8, 101666, 0.10, 249.00, 13.24, 85.85,  , -37.794555, 144.962007, 0
20:24:53, 74, 8, 101664, 0.15, 249.00, 13.19, 85.70,  ,  ,  , 0
20:24:54, 74, 8, 101663, 0.15, 249.00, 13.17, 85.65,  ,  ,  , 0
20:24:55, 74, 8, 101662, 0.10, 249.00, 13.15, 85.55,  , -37.794548, 144.962003, 0
20:24:56, 74, 8, 101660,  ,  , 13.14, 85.50,  ,  ,  , 0
20:24:57, 74, 8, 101659,  ,  , 13.13, 85.45,  ,  ,  , 0
20:24:58, 74, 8, 101658,  ,  , 13.12, 85.40, 16.8,  ,  , 0.1
20:24:59, 74, 8, 101658, 0.05, 249.00, 13.12, 85.40,  ,  ,  , 0
20:25:00, 74, 8, 101659, 0.05, 249.00, 13.12, 85.40,  ,  ,  , 0
20:25:01, 74, 8, 101660, 0.05, 249.00, 13.12, 85.45,  , -37.794550, 144.962008, 0
20:25:02, 74, 8, 101659, 0.10, 249.00, 13.12, 85.45,  ,  ,  , 0
20:25:03, 74, 8, 101658, 0.15, 249.00, 13.11, 85.45,  ,  ,  , 0
20:25:04, 74, 8, 101658, 0.15, 249.00, 13.11, 85.45,  , -37.794557, 144.962012, 0.1
20:25:05, 74, 8, 101659, 0.10, 249.00, 13.11, 85.45,  ,  ,  , 0
20:25:06, 74, 8, 101660, 0.20, 249.00, 13.13, 85.40,  ,  ,  , 0
20:25:07, 74, 8, 101662, 0.20, 249.00, 13.14, 85.40,  , -37.794560, 144.962013, 0
20:25:08, 74, 8, 101662, 0.20, 249.00, 13.14, 85.40,  ,  ,  , 0
20:25:09, 74, 8, 101662, 0.20, 249.00, 13.17, 85.40,  ,  ,  , 0
20:25:10, 74, 8, 101662, 0.20, 249.00, 13.21, 85.35,  , -37.794563, 144.962012, 0
20:25:11, 74, 8, 101662, 0.20, 249.00, 13.24, 85.25,  ,  ,  , 0
20:25:12, 74, 8, 101662, 0.25, 249.00, 13.25, 85.20,  ,  ,  , 0
20:25:13, 74, 8, 101662, 0.10, 249.00, 13.32, 85.05,  , -37.794563, 144.962008, 0
20:25:14, 74, 8, 101660, 0.10, 249.00, 13.36, 84.95,  ,  ,  , 0
20:25:15, 74, 8, 101659, 0.20, 249.00, 13.39, 84.85,  ,  ,  , 0
20:25:16, 74, 8, 101658, 0.20, 249.00, 13.40, 84.75,  , -37.794558, 144.962013, 0
20:25:17, 74, 8, 101659, 0.15, 249.00, 13.42, 84.65,  ,  ,  , 0
20:25:18, 74, 8, 101660, 0.15, 249.00, 13.44, 84.55,  ,  ,  , 0
20:25:19, 74, 8, 101662, 0.05, 249.00, 13.47, 84.40,  , -37.794557, 144.962017, 0
20:25:20, 74, 8, 101661, 0.05, 249.00, 13.48, 84.30,  ,  ,  , 0
20:25:21, 74, 8, 101660, 0.20, 249.00, 13.51, 84.20,  ,  ,  , 0
20:25:22, 74, 8, 101660, 0.30, 249.20, 13.51, 84.15,  , -37.794557, 144.962015, 0
20:25:23, 74, 8, 101660, 0.35, 257.20, 13.53, 84.05,  ,  ,  , 0
20:25:24, 74, 8, 101661, 0.35, 265.70, 13.55, 83.95,  ,  ,  , 0
20:25:25, 74, 8, 101662, 0.30, 265.70, 13.59, 83.85, 17.0, -37.794550, 144.962010, 0
20:25:26, 74, 8, 101662, 0.20, 265.70, 13.65, 83.75,  ,  ,  , 0
20:25:27, 74, 8, 101663, 0.15, 265.70, 13.68, 83.70,  ,  ,  , 0
20:25:28, 74, 8, 101664, 0.30, 265.70, 13.73, 83.55,  , -37.794540, 144.962010, 0
20:25:29, 74, 8, 101661, 0.25, 265.70, 13.78, 83.40,  ,  ,  , 0
20:25:30, 74, 8, 101659, 0.10, 265.70, 13.84, 83.25,  ,  ,  , 0
20:25:31, 74, 8, 101658, 0.10, 265.70, 13.89, 83.10,  , -37.794538, 144.962013, 0
20:25:34, 74, 8, 101662, 0.20, 265.70, 14.00, 82.70,  , -37.794540, 144.962013, 0
20:25:35, 74, 8, 101661, 0.20, 265.70, 14.00, 82.55,  ,  ,  , 0
20:25:36, 74, 8, 101660, 0.25, 265.70, 14.01, 82.45,  ,  ,  , 0
20:25:37, 74, 8, 101660, 0.20, 265.70, 14.02, 82.30,  , -37.794542, 144.962007, 0
20:25:38, 74, 8, 101660, 0.20, 265.70, 14.03, 82.20,  ,  ,  , 0
20:25:39, 74, 8, 101660, 0.05, 265.70, 14.03, 82.10,  ,  ,  , 0
20:25:40, 74, 8, 101660, 0.05, 265.70, 14.02, 82.05,  , -37.794540, 144.962008, 0
20:25:41, 74, 8, 101660, 0.05, 265.70, 14.00, 82.00,  ,  ,  , 0
20:25:42, 74, 8, 101661, 0.05, 265.70, 13.98, 81.95,  ,  ,  , 0
20:25:43, 74, 8, 101662, 0.05, 265.70, 13.95, 81.90,  , -37.794538, 144.962008, 0
20:25:45, 74, 8, 101659, 0.10, 265.70, 13.87, 81.85,  ,  ,  , 0
20:25:46, 74, 8, 101658, 0.10, 265.70, 13.84, 81.80,  , -37.794537, 144.962008, 0
20:25:47, 74, 8, 101658, 0.20, 265.70, 13.81, 81.80,  ,  ,  , 0
20:25:48, 74, 8, 101658, 0.15, 265.70, 13.78, 81.90,  ,  ,  , 0
20:25:49, 74, 8, 101658, 0.15, 265.70, 13.73, 81.95,  , -37.794540, 144.962010, 0
20:25:50, 74, 8, 101658, 0.15, 265.70, 13.72, 82.05,  ,  ,  , 0
20:25:51, 74, 8, 101659, 0.10, 265.70, 13.71, 82.10,  ,  ,  , 0
20:25:52, 74, 8, 101660, 0.10, 265.70, 13.69, 82.15, 17.0, -37.794542, 144.962017, 0
20:25:53, 74, 8, 101660, 0.05, 265.70, 13.68, 82.30,  ,  ,  , 0
20:25:54, 74, 8, 101661, 0.05, 265.70, 13.66, 82.40,  ,  ,  , 0
20:25:55, 74, 8, 101662, 0.05, 265.70, 13.62, 82.50,  , -37.794543, 144.962018, 0
20:25:56, 74, 8, 101661, 0.15, 265.70, 13.60, 82.50,  ,  ,  , 0
20:25:57, 74, 8, 101660, 0.05, 265.70, 13.58, 82.60,  ,  ,  , 0
20:25:58, 74, 8, 101660, 0.05, 265.70, 13.55, 82.65,  , -37.794542, 144.962017, 0
20:26:00, 74, 8, 101661, 0.25, 265.70, 13.48, 82.80,  ,  ,  , 0
20:26:01, 74, 8, 101662, 0.25, 265.70, 13.47, 82.90,  , -37.794545, 144.962013, 0
20:26:04, 74, 8, 101664, 0.10, 265.70, 13.46, 83.10,  , -37.794543, 144.962008, 0
20:26:06, 74, 8, 101662, 0.15, 265.70, 13.50, 83.35,  ,  ,  , 0
20:26:07, 74, 8, 101662, 0.05, 265.70, 13.54, 83.40,  , -37.794542, 144.962012, 0
20:26:09, 74, 8, 101662, 0.00, 265.70, 13.58, 83.70,  ,  ,  , 0
20:26:10, 74, 8, 101662, 0.05, 265.70, 13.60, 83.85,  , -37.794542, 144.962017, 0
20:26:12, 74, 8, 101660, 0.10, 265.70, 13.60, 83.90,  ,  ,  , 0
