UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
00:57:13, 97, 31, 101383, 1.10, 89.40, 27.07, 40.55,  ,  ,  , 0
00:57:14, 96, 30, 101402, 1.10, 112.60, 26.83, 40.55,  , -37.795598, 144.961308, -0.2
00:57:14, 94, 28, 101421, 0.95, 109.40, 26.68, 40.65,  ,  ,  , -0.4
00:57:15, 92, 26, 101441, 0.60, 342.20, 26.64, 40.85,  ,  ,  , -0.7
00:57:16, 91, 25, 101462, 0.95, 311.70, 26.61, 41.00,  , -37.795597, 144.961293, -0.9
00:57:18, 90, 24, 101465, 1.00, 309.10, 26.65, 41.15,  ,  ,  , -0.9
00:57:19, 90, 24, 101468, 1.05, 311.80, 26.65, 41.30,  ,  ,  , -0.9
00:57:20, 90, 24, 101472, 1.35, 313.80, 26.72, 41.35,  , -37.795582, 144.961248, -1.0
00:57:20, 90, 24, 101470, 0.65, 4.80, 26.93, 41.50,  ,  ,  , -1.0
00:57:21, 90, 24, 101468, 1.05, 255.30, 26.91, 41.45,  ,  ,  , -0.9
00:57:22, 90, 24, 101466, 0.50, 254.70, 26.83, 41.45, 34.0, -37.795602, 144.961193, -0.8
00:57:24, 90, 24, 101470, 0.70, 297.40, 26.76, 41.45,  ,  ,  , -0.7
00:57:25, 90, 24, 101472, 0.70, 302.70, 26.65, 41.50,  , -37.795602, 144.961153, -0.6
00:57:28, 90, 24, 101472, 0.25, 313.30, 26.98, 41.50,  , -37.795620, 144.961103, -0.2
00:57:30, 88, 22, 101493, 0.35, 86.20, 27.16, 41.40,  ,  ,  , -0.2
00:57:31, 87, 21, 101504, 0.30, 86.20, 27.08, 41.30,  , -37.795607, 144.961138, -0.2
00:57:33, 85, 19, 101533, 0.35, 12.20, 26.86, 41.10,  ,  ,  , -0.5
00:57:34, 83, 17, 101548, 0.35, 348.90, 26.74, 41.25,  , -37.795590, 144.961175, -0.6
00:57:36, 82, 16, 101564, 0.50, 352.00, 26.76, 41.35,  ,  ,  , -0.6
00:57:37, 81, 15, 101572, 0.50, 359.80, 26.79, 41.55,  , -37.795565, 144.961203, -0.7
00:57:40, 82, 16, 101563, 0.45, 65.40, 26.75, 41.75,  ,  ,  , -0.5
00:57:41, 82, 16, 101560, 0.25, 65.40, 26.92, 41.80,  , -37.795577, 144.961222, -0.6
00:57:42, 82, 16, 101560, 0.20, 65.40, 27.13, 41.85,  ,  ,  , -0.5
00:57:43, 82, 16, 101560, 0.65, 322.40, 27.17, 41.70,  , -37.795565, 144.961215, -0.4
00:57:44, 82, 16, 101563, 0.85, 304.60, 27.13, 41.75,  ,  ,  , -0.4
00:57:45, 82, 16, 101566, 0.65, 304.10, 27.05, 41.45,  ,  ,  , -0.2
00:57:46, 82, 16, 101570, 0.25, 304.10, 27.09, 41.55,  , -37.795567, 144.961235, -0.2
00:57:48, 82, 16, 101559, 0.25, 304.10, 27.11, 41.50,  ,  ,  , -0.1
00:57:49, 83, 17, 101549, 0.45, 90.10, 27.09, 41.35,  ,  ,  , 0.1
00:57:50, 84, 18, 101540, 0.10, 90.10, 27.24, 41.50, 33.5, -37.795572, 144.961265, 0.2
00:57:50, 85, 19, 101534, 0.10, 90.10, 27.20, 41.35,  ,  ,  , 0.2
00:57:51, 85, 19, 101529, 0.10, 90.10, 27.19, 41.20,  ,  ,  , 0.3
00:57:52, 85, 19, 101524, 0.35, 105.70, 27.15, 41.20,  , -37.795570, 144.961270, 0.3
00:57:53, 85, 19, 101527, 0.35, 107.10, 26.98, 41.15,  ,  ,  , 0.2
00:57:54, 85, 19, 101531, 0.10, 107.10, 27.05, 41.25,  ,  ,  , 0.2
00:57:55, 84, 18, 101536, 0.10, 107.10, 27.09, 41.45,  , -37.795568, 144.961280, 0.2
00:57:58, 84, 18, 101540, 0.70, 112.30, 27.19, 41.60,  ,  ,  , 0.2
00:57:59, 84, 18, 101542, 1.00, 103.40, 27.16, 41.60,  , -37.795578, 144.961323, 0.2
00:57:59, 84, 18, 101543, 1.15, 100.80, 27.01, 41.30,  ,  ,  , 0.2
00:58:00, 84, 18, 101544, 1.80, 87.90, 26.96, 41.25,  ,  ,  , 0.1
00:58:01, 84, 18, 101546, 2.00, 62.20, 26.89, 41.10,  , -37.795558, 144.961395, 0
00:58:02, 83, 17, 101548,  ,  , 26.75, 41.05,  ,  ,  , -0.1
00:58:03, 83, 17, 101551,  ,  , 26.61, 41.15,  ,  ,  , -0.1
00:58:04, 83, 17, 101554,  ,  , 26.47, 41.15,  ,  ,  , -0.2
00:58:05, 83, 17, 101556, 0.90, 83.00, 26.35, 41.35,  ,  ,  , -0.2
00:58:06, 83, 17, 101559, 0.50, 194.10, 26.31, 41.55,  ,  ,  , -0.2
00:58:07, 82, 16, 101562, 0.30, 238.10, 26.26, 41.70,  , -37.795573, 144.961497, -0.2
00:58:08, 83, 17, 101558, 0.30, 238.90, 26.25, 41.60,  ,  ,  , -0.1
00:58:09, 83, 17, 101555, 0.75, 270.80, 26.27, 41.85,  ,  ,  , -0.1
00:58:10, 83, 17, 101552, 1.05, 256.40, 26.27, 41.95,  , -37.795585, 144.961490, -0.1
00:58:11, 83, 17, 101548, 1.00, 257.60, 26.23, 42.00,  ,  ,  , 0
00:58:12, 84, 18, 101545, 1.85, 267.90, 26.18, 42.05,  ,  ,  , 0
00:58:13, 84, 18, 101542, 2.55, 315.20, 26.19, 42.05,  , -37.795580, 144.961430, 0
00:58:16, 86, 20, 101521, 2.05, 282.10, 26.35, 42.35,  ,  ,  , 0.2
00:58:17, 86, 20, 101512, 2.35, 280.30, 26.37, 42.30, 33.2, -37.795563, 144.961377, 0.3
00:58:18, 87, 21, 101509, 2.80, 293.50, 26.29, 42.20,  ,  ,  , 0.3
00:58:19, 87, 21, 101506, 2.20, 309.50, 26.24, 42.05,  ,  ,  , 0.4
00:58:20, 87, 21, 101504, 2.00, 324.70, 26.26, 42.05,  , -37.795540, 144.961320, 0.4
00:58:20, 86, 20, 101518, 1.35, 334.40, 26.14, 41.95,  ,  ,  , 0.3
00:58:21, 85, 19, 101533, 0.80, 230.00, 26.09, 41.95,  ,  ,  , 0.2
00:58:22, 83, 17, 101548, 1.65, 220.30, 26.10, 42.10,  , -37.795573, 144.961343, 0
00:58:23, 83, 17, 101557, 1.65, 244.60, 26.14, 42.20,  ,  ,  , -0.1
00:58:24, 82, 16, 101566, 1.35, 284.30, 26.14, 42.20,  ,  ,  , -0.1
00:58:25, 81, 15, 101576, 1.65, 294.30, 26.15, 42.15,  , -37.795573, 144.961312, -0.2
00:58:28, 77, 11, 101620, 1.90, 302.60, 26.30, 42.15,  , -37.795537, 144.961275, -0.6
00:58:29, 78, 12, 101609, 0.70, 270.00, 26.28, 42.15,  ,  ,  , -0.6
00:58:30, 79, 13, 101598, 0.30, 207.80, 26.29, 42.15,  ,  ,  , -0.6
00:58:31, 80, 14, 101588, 0.10, 207.80, 26.34, 42.15,  , -37.795537, 144.961278, -0.5
00:58:32, 79, 13, 101595, 0.10, 207.80, 26.30, 42.10,  ,  ,  , -0.6
00:58:33, 79, 13, 101603, 0.30, 207.80, 26.34, 42.05,  ,  ,  , -0.6
00:58:34, 78, 12, 101612, 0.15, 207.80, 26.45, 42.10,  , -37.795538, 144.961292, -0.5
00:58:35, 79, 13, 101605, 0.15, 207.80, 26.45, 42.10,  ,  ,  , -0.3
00:58:36, 79, 13, 101598, 0.10, 207.80, 26.53, 42.15,  ,  ,  , -0.2
00:58:37, 80, 14, 101592, 0.20, 207.80, 26.59, 42.10,  , -37.795543, 144.961300, -0.1
00:58:38, 81, 15, 101578, 0.30, 96.10, 26.69, 42.10,  ,  ,  , 0
00:58:39, 82, 16, 101564, 0.30, 136.70, 26.63, 41.95,  ,  ,  , 0.1
00:58:40, 83, 17, 101550, 0.60, 179.00, 26.57, 41.90,  , -37.795570, 144.961332, 0.1
00:58:41, 84, 18, 101538, 0.70, 170.90, 26.44, 41.65,  ,  ,  , 0.5
00:58:42, 85, 19, 101526, 0.55, 152.90, 26.40, 41.85,  ,  ,  , 0.5
00:58:43, 86, 20, 101514, 0.65, 133.40, 26.28, 41.75, 32.8, -37.795582, 144.961373, 0.5
00:58:44, 86, 20, 101514, 0.65, 132.80, 26.06, 41.70,  ,  ,  , 0.5
00:58:45, 86, 20, 101515, 0.80, 117.50, 25.95, 41.75,  ,  ,  , 0.5
00:58:46, 86, 20, 101516, 0.35, 145.90, 25.85, 41.85,  , -37.795592, 144.961403, 0.6
00:58:47, 85, 19, 101525, 0.30, 144.50, 25.82, 42.05,  ,  ,  , 0.6
00:58:48, 84, 18, 101535, 0.80, 82.30, 25.93, 42.10,  ,  ,  , 0.4
00:58:49, 84, 18, 101546, 0.75, 79.10, 26.02, 42.15,  , -37.795585, 144.961442, 0.3
00:58:51, 84, 18, 101542, 0.70, 79.50, 25.98, 42.25,  ,  ,  , 0.2
00:58:52, 84, 18, 101539, 0.50, 73.90, 26.14, 42.25,  ,  ,  , 0.2
00:58:53, 84, 18, 101536, 0.30, 73.10, 26.12, 42.30,  , -37.795590, 144.961475, 0.1
00:58:53, 83, 17, 101550, 0.30, 56.60, 26.12, 42.30,  ,  ,  , 0
00:58:54, 82, 16, 101566, 0.35, 56.20, 26.12, 42.40,  ,  ,  , -0.2
00:58:55, 81, 15, 101582, 0.55, 42.60, 26.20, 42.55,  , -37.795577, 144.961495, -0.4
00:58:58, 82, 16, 101568, 0.40, 64.30, 26.28, 42.50,  ,  ,  , -0.4
00:58:59, 82, 16, 101562, 0.40, 66.60, 26.60, 42.65,  , -37.795578, 144.961517, -0.3
00:59:00, 83, 17, 101558, 0.40, 64.00, 26.59, 42.55,  ,  ,  , -0.2
00:59:01, 83, 17, 101555, 0.25, 64.00, 26.65, 42.25,  ,  ,  , -0.1
00:59:02, 83, 17, 101552, 0.70, 302.00, 26.71, 42.25,  , -37.795580, 144.961507, 0
00:59:02, 82, 16, 101564, 0.75, 303.30, 26.85, 42.25,  ,  ,  , -0.1
00:59:03, 81, 15, 101578, 0.85, 300.70, 26.67, 41.95,  ,  ,  , -0.2
00:59:04, 80, 14, 101592, 1.15, 294.70, 26.71, 41.85,  , -37.795573, 144.961485, -0.3
00:59:05, 80, 14, 101592, 1.15, 293.90, 26.69, 41.90,  ,  ,  , -0.3
00:59:06, 80, 14, 101593, 1.05, 276.20, 26.61, 41.85,  ,  ,  , -0.2
00:59:07, 80, 14, 101594, 1.20, 271.20, 26.70, 41.90,  , -37.795585, 144.961462, -0.1
00:59:08, 80, 14, 101591, 1.15, 269.90, 26.79, 41.90,  ,  ,  , -0.1
00:59:09, 80, 14, 101588, 0.90, 270.10, 26.89, 41.85,  ,  ,  , 0
00:59:10, 80, 14, 101586, 1.00, 274.90, 27.04, 41.70, 32.8, -37.795583, 144.961435, -0.1
00:59:11, 81, 15, 101578, 0.95, 271.90, 27.17, 41.60,  ,  ,  , -0.1
00:59:12, 82, 16, 101570, 0.65, 269.70, 27.32, 41.40,  ,  ,  , -0.1
00:59:13, 82, 16, 101562, 0.55, 268.40, 27.63, 41.15,  , -37.795587, 144.961413, 0
00:59:14, 83, 17, 101548, 0.60, 269.80, 27.63, 40.95,  ,  ,  , 0
00:59:15, 85, 19, 101535, 2.40, 246.80, 27.53, 40.85,  ,  ,  , 0.2
00:59:16, 86, 20, 101522, 2.80, 297.40, 27.33, 40.65,  , -37.795622, 144.961343, 0.4
00:59:17, 87, 21, 101503, 3.00, 289.80, 27.15, 40.50,  ,  ,  , 0.6
00:59:18, 89, 23, 101484, 2.45, 280.20, 27.05, 40.80,  ,  ,  , 0.8
00:59:19, 90, 24, 101466, 2.65, 284.70, 26.90, 40.95,  , -37.795602, 144.961265, 0.9
00:59:20, 90, 24, 101464, 2.75, 283.30, 26.72, 41.10,  ,  ,  , 0.8
00:59:21, 91, 25, 101463, 1.85, 277.90, 26.82, 41.30,  ,  ,  , 0.8
00:59:22, 91, 25, 101462, 1.75, 292.50, 26.87, 41.50,  , -37.795585, 144.961190, 0.8
00:59:23, 91, 25, 101455, 2.20, 304.00, 26.87, 41.55,  ,  ,  , 0.8
00:59:24, 92, 26, 101448, 2.05, 303.70, 26.99, 41.65,  ,  ,  , 0.8
00:59:25, 92, 26, 101442, 1.50, 292.60, 26.96, 41.60,  , -37.795553, 144.961123, 0.8
00:59:27, 95, 29, 101415,  ,  , 27.04, 41.45,  ,  ,  , 0.8
00:59:28, 96, 30, 101402,  ,  , 27.07, 41.40,  ,  ,  , 0.8
00:59:29, 96, 30, 101398, 0.10, 301.60, 26.93, 41.25,  ,  ,  , 0.7
00:59:30, 96, 30, 101395, 0.95, 101.60, 27.02, 41.10,  ,  ,  , 0.6
00:59:31, 96, 30, 101392, 1.45, 104.40, 27.06, 41.10,  , -37.795540, 144.961142, 0.5
00:59:32, 97, 31, 101385, 1.95, 106.50, 27.08,  ,  ,  ,  , 0.5
00:59:33, 98, 32, 101378, 1.90, 123.20, 27.16, 41.15,  ,  ,  , 0.6
00:59:34, 98, 32, 101372, 1.55, 128.00, 27.13, 41.30,  , -37.795563, 144.961212, 0.6
00:59:35, 97, 31, 101381, 1.40, 139.10, 26.98, 41.15,  ,  ,  , 0.5
00:59:36, 96, 30, 101391, 2.75, 107.30, 27.00, 41.50,  ,  ,  , 0.4
00:59:37, 96, 30, 101402, 3.95, 107.10, 27.00, 41.80, 33.2, -37.795597, 144.961313, 0.3
00:59:38, 94, 28, 101418, 3.70, 108.20, 26.98, 42.00,  ,  ,  , 0.2
00:59:39, 93, 27, 101434, 2.30, 81.10, 27.04, 41.85,  ,  ,  , -0.1
00:59:40, 92, 26, 101450, 1.50, 46.50, 26.90, 41.70,  , -37.795595, 144.961400, -0.3
00:59:41, 90, 24, 101467, 1.10, 75.50, 27.01, 41.80,  ,  ,  , -0.4
00:59:42, 89, 23, 101485, 1.25, 80.00, 27.09, 41.80,  ,  ,  , -0.6
00:59:43, 87, 21, 101504, 1.15, 78.80, 27.09, 41.70,  , -37.795610, 144.961442, -0.7
00:59:45, 87, 21, 101499, 1.15, 74.20, 27.00, 41.55,  ,  ,  , -0.8
00:59:46, 88, 22, 101495, 1.25, 66.10, 26.92, 41.50,  ,  ,  , -0.8
00:59:47, 88, 22, 101492, 0.05, 66.10, 26.90, 41.55,  , -37.795603, 144.961467, -0.8
00:59:48, 89, 23, 101481, 0.05, 66.10, 26.92, 41.55,  ,  ,  , -0.7
00:59:49, 90, 24, 101470, 0.00, 66.10, 26.90, 41.40,  ,  ,  , -0.5
00:59:50, 91, 25, 101460, 0.00, 66.10, 26.97, 41.45,  , -37.795618, 144.961425, -0.4
00:59:50, 90, 24, 101470, 0.05, 66.10, 27.08, 41.35,  ,  ,  , -0.4
00:59:51, 89, 23, 101482, 0.05, 66.10, 27.03, 41.45,  ,  ,  , -0.4
00:59:52, 88, 22, 101494, 0.10, 66.10, 26.91, 41.35,  , -37.795628, 144.961443, -0.4
00:59:54, 86, 20, 101514, 0.05, 66.10, 26.98, 41.40,  ,  ,  , -0.2
00:59:55, 85, 19, 101524, 0.05, 66.10, 26.96, 41.35,  , -37.795622, 144.961433, -0.1
00:59:58, 84, 18, 101538, 0.00, 66.10, 26.99, 41.40,  , -37.795622, 144.961437, -0.3
01:00:00, 84, 18, 101538, 0.05, 66.10, 27.13, 41.45,  ,  ,  , -0.4
01:00:01, 84, 18, 101538, 0.05, 66.10, 27.05, 41.30,  , -37.795610, 144.961468, -0.4
01:00:03, 81, 15, 101575, 0.05, 66.10, 27.11, 41.45,  ,  ,  , -0.6
01:00:04, 80, 14, 101594, 0.40, 66.10, 27.16, 41.50, 33.5, -37.795598, 144.961478, -0.7
01:00:06, 81, 15, 101580, 0.60, 66.10, 27.09, 41.55,  ,  ,  , -0.5
01:00:07, 81, 15, 101574, 1.15, 265.40, 27.08, 41.50,  , -37.795607, 144.961455, -0.4
01:00:10, 82, 16, 101563, 1.90, 283.90, 27.12, 41.60,  ,  ,  , -0.2
01:00:11, 83, 17, 101558, 2.10, 304.00, 27.11, 41.65,  , -37.795573, 144.961372, -0.1
01:00:12, 84, 18, 101543, 2.20, 294.60, 27.02, 41.55,  ,  ,  , 0
01:00:13, 84, 18, 101536, 0.10, 294.60, 26.91, 41.55,  , -37.795552, 144.961317, 0
01:00:14, 85, 19, 101531, 0.05, 294.60, 27.06, 41.70,  ,  ,  , 0
01:00:15, 85, 19, 101526, 0.15, 294.60, 27.32, 41.80,  ,  ,  , 0.1
01:00:16, 86, 20, 101522, 0.10, 294.60, 27.41, 41.65,  , -37.795545, 144.961248, 0.3
01:00:18, 86, 20, 101519, 0.10, 294.60, 27.56, 41.55,  ,  ,  , 0.5
01:00:19, 86, 20, 101517, 0.00, 294.60, 27.77, 41.25,  ,  ,  , 0.4
01:00:20, 86, 20, 101516, 0.00, 294.60, 27.92, 41.10,  , -37.795537, 144.961215, 0.4
01:00:20, 86, 20, 101518, 0.05, 294.60, 27.92, 40.70,  ,  ,  , 0.4
01:00:21, 86, 20, 101521, 0.05, 294.60, 28.16, 40.65,  ,  ,  , 0.3
01:00:22, 85, 19, 101524, 0.00, 294.60, 28.42, 40.75,  , -37.795533, 144.961222, 0.3
01:00:23, 86, 20, 101520, 0.00, 294.60, 28.40, 40.00,  ,  ,  , 0.2
01:00:24, 86, 20, 101517, 0.05, 294.60, 28.41, 40.15,  ,  ,  , 0.2
01:00:25, 86, 20, 101514, 0.00, 294.60, 28.37, 40.00,  , -37.795532, 144.961202, 0.2
01:00:27, 86, 20, 101514, 0.00, 294.60, 28.34, 40.15,  ,  ,  , 0.1
01:00:28, 86, 20, 101515, 0.00, 294.60, 28.17, 40.15,  ,  ,  , 0.1
01:00:29, 86, 20, 101516, 0.00, 294.60, 28.00, 40.10,  , -37.795530, 144.961210, 0
01:00:30, 86, 20, 101514, 0.10, 294.60, 27.85, 40.25,  ,  ,  , 0
01:00:31, 86, 20, 101514, 0.10, 294.60, 27.87, 40.50, 33.8, -37.795530, 144.961197, 0
01:00:32, 87, 21, 101510, 0.10, 294.60, 27.71, 40.50,  ,  ,  , 0.1
01:00:33, 87, 21, 101507, 0.05, 294.60, 27.65, 40.50,  ,  ,  , 0.1
01:00:34, 87, 21, 101504, 0.05, 294.60, 27.77, 40.95,  , -37.795530, 144.961193, 0.1
01:00:35, 88, 22, 101492, 0.00, 294.60, 27.78, 40.95,  ,  ,  , 0.2
01:00:36, 89, 23, 101480, 0.00, 294.60, 28.06, 40.95,  ,  ,  , 0.3
01:00:37, 90, 24, 101468, 0.00, 294.60, 28.09, 41.05,  , -37.795538, 144.961185, 0.3
01:00:38, 91, 25, 101453, 0.00, 294.60, 28.02, 40.95,  ,  ,  , 0.4
01:00:39, 92, 26, 101439, 0.05, 294.60, 28.15, 41.05,  ,  ,  , 0.5
01:00:40, 94, 28, 101426, 0.05, 294.60, 27.92, 40.90,  , -37.795540, 144.961208, 0.6
01:00:41, 94, 28, 101420, 0.05, 294.60, 27.79, 40.65,  ,  ,  , 0.6
01:00:42, 95, 29, 101415, 0.05, 294.60, 27.46, 40.40,  ,  ,  , 0.7
01:00:43, 95, 29, 101410, 0.05, 294.60, 27.21, 40.30,  , -37.795550, 144.961222, 0.7
01:00:44, 94, 28, 101416, 0.35, 294.60, 26.99, 40.30,  ,  ,  , 0.6
01:00:45, 94, 28, 101423, 0.35, 294.60, 26.86, 40.45,  ,  ,  , 0.6
01:00:46, 93, 27, 101430, 0.25, 294.60, 26.89, 40.65,  , -37.795548, 144.961217, 0.5
01:00:47, 93, 27, 101431, 0.40, 294.60, 26.87, 40.80,  ,  ,  , 0.5
01:00:48, 93, 27, 101432, 0.55, 294.60, 26.88, 40.85,  ,  ,  , 0.4
01:00:49, 93, 27, 101434, 0.00, 294.60, 26.96, 40.95,  , -37.795547, 144.961217, 0.3
01:00:50, 93, 27, 101429, 0.00, 294.60, 27.11,  ,  ,  ,  , 0.2
01:00:51, 94, 28, 101425, 0.00, 294.60, 27.27, 41.15,  ,  ,  , 0.2
01:00:52, 94, 28, 101422, 0.10, 294.60, 27.42, 41.20,  , -37.795572, 144.961218, 0.1
01:00:53, 96, 30, 101401, 0.10, 294.60, 27.52, 41.15,  ,  ,  , 0.2
01:00:54, 98, 32, 101379, 0.15, 294.60, 27.76, 41.05,  ,  ,  , 0.3
01:00:55, 99, 33, 101358, 2.55, 104.60, 27.93, 40.70,  , -37.795585, 144.961277, 0.4
01:00:58, 100, 34, 101348, 2.40, 103.20, 28.26, 40.25, 34.2, -37.795590, 144.961343, 0.5
01:00:59, 101, 35, 101340, 2.70, 107.70, 28.23, 40.15,  ,  ,  , 0.6
01:01:00, 101, 35, 101333, 1.80, 113.50, 28.03, 40.00,  ,  ,  , 0.7
01:01:01, 102, 36, 101326, 1.05, 118.10, 27.81, 39.90,  , -37.795612, 144.961422, 0.8
01:01:02, 101, 35, 101336, 1.35, 99.70, 27.70, 39.95,  ,  ,  , 0.6
01:01:03, 100, 34, 101347, 1.80, 89.60, 27.64, 40.05,  ,  ,  , 0.5
01:01:04, 99, 33, 101358, 2.30, 96.00, 27.58, 40.20,  , -37.795618, 144.961497, 0.4
01:01:05, 98, 32, 101374, 2.45, 106.20, 27.61, 40.35,  ,  ,  , 0.2
01:01:06, 97, 31, 101390, 1.90, 81.80, 27.42, 40.20,  ,  ,  , -0.1
01:01:07, 95, 29, 101406, 1.35, 100.20, 27.28, 40.25,  , -37.795620, 144.961570, -0.3
01:01:08, 94, 28, 101423, 1.55, 102.90, 26.99, 40.30,  ,  ,  , -0.4
01:01:09, 92, 26, 101440, 0.95, 102.90, 27.13, 40.55,  ,  ,  , -0.5
01:01:10, 91, 25, 101458, 0.85, 102.90, 27.01, 40.70,  , -37.795612, 144.961608, -0.8
01:01:11, 91, 25, 101459, 0.00, 102.90, 27.34, 40.90,  ,  ,  , -0.8
01:01:12, 91, 25, 101460, 0.10, 102.90, 27.61, 40.85,  ,  ,  , -0.9
01:01:13, 91, 25, 101462, 0.15, 102.90, 27.68, 40.85,  , -37.795607, 144.961615, -0.9
01:01:14, 91, 25, 101455, 0.10, 102.90, 27.51, 40.75,  ,  ,  , -0.8
01:01:15, 92, 26, 101448, 0.15, 102.90, 27.34, 40.75,  ,  ,  , -0.7
01:01:16, 92, 26, 101442, 0.10, 102.90, 27.23, 40.75,  , -37.795610, 144.961608, -0.6
01:01:17, 93, 27, 101434, 0.10, 102.90, 27.29, 40.70,  ,  ,  , -0.5
01:01:18, 94, 28, 101426, 0.10, 102.90, 27.17, 40.80,  ,  ,  , -0.3
01:01:19, 94, 28, 101418, 0.10, 102.90, 27.11, 40.90,  , -37.795592, 144.961618, -0.2
01:01:20, 94, 28, 101422, 0.15, 102.90, 27.03, 41.05,  ,  ,  , -0.1
01:01:21, 94, 28, 101427, 1.35, 89.20, 26.92, 41.20,  ,  ,  , 0
01:01:22, 93, 27, 101432, 1.05, 99.70, 26.75, 41.15,  , -37.795592, 144.961662, 0.1
01:01:23, 92, 26, 101442, 1.10, 99.80, 26.85, 41.60,  ,  ,  , 0.1
01:01:24, 91, 25, 101453, 1.00, 99.80, 26.83, 41.60,  ,  ,  , 0
01:01:25, 90, 24, 101464, 0.05, 99.80, 26.76, 41.50, 34.2, -37.795590, 144.961675, 0
01:01:27, 89, 23, 101482, 0.05, 99.80, 26.77, 41.40,  ,  ,  , -0.2
01:01:28, 87, 21, 101500, 0.05, 99.80, 26.69, 41.20,  ,  ,  , -0.4
01:01:29, 86, 20, 101518, 0.05, 99.80, 26.85, 41.45,  , -37.795602, 144.961675, -0.5
01:01:29, 86, 20, 101515, 0.05, 99.80, 26.77, 41.45,  ,  ,  , -0.6
01:01:30, 86, 20, 101512, 0.00, 99.80, 27.01, 41.65,  ,  ,  , -0.6
01:01:31, 87, 21, 101510, 0.00, 99.80, 27.17, 41.90,  , -37.795607, 144.961655, -0.6
01:01:32, 87, 21, 101507, 0.00, 99.80, 27.26, 42.00,  ,  ,  , -0.6
01:01:33, 87, 21, 101504, 0.10, 99.80, 27.30, 41.85,  ,  ,  , -0.5
01:01:34, 87, 21, 101502, 0.10, 99.80, 27.37, 41.35,  , -37.795607, 144.961610, -0.5
01:01:35, 87, 21, 101508, 1.45, 276.30, 27.37, 41.55,  ,  ,  , -0.5
01:01:36, 86, 20, 101515, 1.90, 275.70, 27.37, 41.10,  ,  ,  , -0.5
01:01:37, 86, 20, 101522, 3.50, 280.40, 27.36, 41.05,  , -37.795598, 144.961542, -0.4
01:01:38, 84, 18, 101541, 4.15, 282.00, 27.32, 41.00,  ,  ,  , -0.5
01:01:39, 82, 16, 101560, 2.90, 295.20, 27.27, 40.80,  ,  ,  , -0.5
01:01:40, 81, 15, 101580, 1.90, 316.10, 27.49, 41.00,  , -37.795563, 144.961440, -0.5
01:01:41, 82, 16, 101571, 1.30, 332.10, 27.38, 40.85,  ,  ,  , -0.3
01:01:42, 82, 16, 101562, 0.05, 332.10, 27.57, 40.70,  ,  ,  , -0.3
01:01:43, 83, 17, 101554, 0.05, 332.10, 27.85, 40.90,  , -37.795563, 144.961427, -0.3
01:01:44, 85, 19, 101534, 0.00, 332.10, 27.80, 40.80,  ,  ,  , -0.2
01:01:45, 86, 20, 101516, 0.15, 332.10, 27.66, 40.70,  ,  ,  , -0.1
01:01:46, 88, 22, 101498, 2.80, 302.80, 27.59, 40.70,  , -37.795540, 144.961372, 0
01:01:48, 89, 23, 101486,  ,  , 27.59, 40.90,  ,  ,  , 0.2
01:01:49, 90, 24, 101475,  ,  , 27.59,  ,  ,  ,  , 0.3
01:01:50, 90, 24, 101464,  ,  , 27.64, 40.95,  ,  ,  , 0.4
01:01:50, 91, 25, 101453, 0.10, 294.90, 27.58,  ,  ,  ,  , 0.4
01:01:51, 92, 26, 101442, 0.10, 294.90, 27.52, 40.80,  ,  ,  , 0.6
01:01:52, 93, 27, 101432, 0.10, 294.90, 27.38, 40.70, 34.5, -37.795520, 144.961262, 0.8
01:01:53, 94, 28, 101424, 0.10, 294.90, 27.28, 40.65,  ,  ,  , 1.0
01:01:54, 94, 28, 101417, 0.05, 294.90, 27.23, 40.50,  ,  ,  , 1.0
01:01:55, 95, 29, 101410, 0.10, 294.90, 27.08, 40.65,  , -37.795505, 144.961247, 1.0
01:01:58, 98, 32, 101374, 0.05, 294.90, 26.99, 40.90,  , -37.795508, 144.961228, 0.9
01:01:59, 98, 32, 101372, 0.05, 294.90, 26.98, 41.00,  ,  ,  , 0.8
01:02:00, 98, 32, 101370, 0.05, 294.90, 26.99, 41.05,  ,  ,  , 0.8
01:02:01, 98, 32, 101368, 0.65, 294.90, 26.94, 41.15,  , -37.795520, 144.961240, 0.7
01:02:02, 97, 31, 101386, 0.65, 294.90, 26.96, 41.30,  ,  ,  , 0.5
01:02:03, 95, 29, 101404, 1.30, 85.50, 27.11, 41.40,  ,  ,  , 0.3
01:02:04, 94, 28, 101422, 0.95, 85.50, 27.06, 41.30,  , -37.795532, 144.961278, 0.1
01:02:06, 93, 27, 101431, 0.00, 85.50, 27.02, 41.35,  ,  ,  , 0
01:02:07, 92, 26, 101440, 0.10, 85.50, 26.87, 41.40,  ,  ,  , -0.2
01:02:08, 92, 26, 101450, 0.10, 85.50, 26.78, 41.45,  , -37.795525, 144.961262, -0.3
01:02:08, 91, 25, 101462, 0.10, 85.50, 26.79, 41.60,  ,  ,  , -0.3
01:02:09, 90, 24, 101475, 2.20, 79.40, 26.75, 41.80,  ,  ,  , -0.4
01:02:10, 88, 22, 101488, 2.35, 88.30, 26.79, 41.75,  , -37.795537, 144.961273, -0.4
01:02:11, 87, 21, 101503, 2.65, 86.80, 26.78, 41.80,  ,  ,  , -0.8
