DateTime,Temperature,Dewpoint Temp,Humidity,Atmospheric Pressure,Wind Speed,Wind Direction,Solar Irradiance
2026-03-31 00:28:42,17.1,11.5443,70,1014.5,2.78,105.3,-0.89
2026-03-31 00:28:52,17.0,11.5443,70,1014.5,2.75,105.3,-0.87
2026-03-31 00:29:02,17.0,11.5443,70,1014.5,2.5,102.3,-0.782
2026-03-31 00:29:12,16.9,11.6551,71,1014.5,2.91,104.2,-0.809
2026-03-31 00:29:22,16.9,11.5443,71,1014.5,2.62,99.4,-0.821
2026-03-31 00:29:32,16.9,11.6551,71,1014.5,2.49,95.6,-0.851
2026-03-31 00:29:42,16.9,11.5443,71,1014.5,2.6,100.1,-0.878
2026-03-31 00:29:52,16.9,11.5443,71,1014.5,3.05,96.8,-0.832
2026-03-31 00:30:02,16.9,11.5443,71,1014.5,3.09,93.1,-0.917
2026-03-31 00:30:12,16.9,11.6551,71,1014.5,2.97,95.2,-0.943
2026-03-31 00:30:22,16.9,11.5443,71,1014.5,2.74,97.5,-0.893
2026-03-31 00:30:32,16.9,11.6551,71,1014.5,2.26,106.9,-0.867
2026-03-31 00:30:42,16.9,11.5443,71,1014.5,2.13,106.6,-0.882
2026-03-31 00:30:52,16.9,11.5443,71,1014.5,2.9,101.8,-0.798
2026-03-31 00:31:02,16.9,11.5443,71,1014.5,2.67,97.4,-0.836
2026-03-31 00:31:12,16.9,11.5443,71,1014.5,2.52,101.4,-0.824
2026-03-31 00:31:22,16.9,11.6551,71,1014.5,2.76,103.2,-0.943
2026-03-31 00:31:32,16.9,11.5443,71,1014.5,3.01,107.5,-0.943
2026-03-31 00:31:42,16.9,11.5443,71,1014.5,2.58,104.4,-0.917
2026-03-31 00:31:52,16.9,11.5443,71,1014.5,2.72,100.1,-0.767
2026-03-31 00:32:02,16.9,11.4328,70,1014.5,2.15,92.0,-0.851
2026-03-31 00:32:12,16.9,11.5443,71,1014.5,2.51,98.7,-0.836
2026-03-31 00:32:22,16.9,11.5443,71,1014.5,2.62,97.7,-0.947
2026-03-31 00:32:32,16.9,11.6551,71,1014.5,2.64,104.9,-0.94
2026-03-31 00:32:42,16.9,11.5443,71,1014.5,3.23,104.1,-0.882
2026-03-31 00:32:52,16.9,11.5443,71,1014.5,2.93,99.3,-0.901
2026-03-31 00:33:02,16.9,11.5443,71,1014.5,2.55,97.3,-0.848
2026-03-31 00:33:12,16.9,11.6551,71,1014.5,2.88,97.4,-0.851
2026-03-31 00:33:22,16.9,11.5443,70,1014.5,2.49,106.1,-0.821
2026-03-31 00:33:32,16.9,11.6551,71,1014.5,2.57,101.4,-0.825
2026-03-31 00:33:42,17.0,11.4328,70,1014.5,2.41,104.5,-0.97
2026-03-31 00:33:52,17.0,11.5443,70,1014.5,3.04,101.7,-0.863
2026-03-31 00:34:02,16.9,11.6551,71,1014.5,3.0,98.3,-0.821
2026-03-31 00:34:12,16.9,11.5443,71,1014.5,2.94,93.6,-0.92
2026-03-31 00:34:22,17.0,11.6551,71,1014.5,2.72,99.9,-0.767
2026-03-31 00:34:32,16.9,11.5443,71,1014.5,2.79,98.4,-0.89
2026-03-31 00:34:42,17.1,11.5443,70,1014.5,2.55,107.0,-0.894
2026-03-31 00:34:52,17.2,11.4328,69,1014.5,2.57,104.6,-0.859
2026-03-31 00:35:02,17.1,11.6551,70,1014.5,2.69,105.9,-0.832
2026-03-31 00:35:12,17.0,11.5443,70,1014.5,3.23,106.5,-0.894
2026-03-31 00:35:22,17.0,11.6551,71,1014.5,3.21,108.6,-0.752
2026-03-31 00:35:32,16.9,11.5443,71,1014.5,3.07,103.7,-0.874
2026-03-31 00:35:42,16.9,11.6551,71,1014.5,3.08,102.1,-0.821
2026-03-31 00:35:52,16.9,11.6551,71,1014.5,3.11,99.4,-0.786
2026-03-31 00:36:02,16.9,11.6551,71,1014.5,2.88,94.4,-0.878
2026-03-31 00:36:12,16.9,11.5443,71,1014.5,2.65,109.9,-0.855
2026-03-31 00:36:22,16.9,11.6551,71,1014.5,2.91,93.6,-0.882
2026-03-31 00:36:32,16.9,11.5443,71,1014.5,2.7,95.9,-0.878
2026-03-31 00:36:42,16.9,11.5443,71,1014.5,2.51,104.6,-0.886
2026-03-31 00:36:52,16.9,11.6551,71,1014.5,2.73,98.7,-0.947
2026-03-31 00:37:02,16.9,11.6551,71,1014.5,2.8,92.9,-0.848
2026-03-31 00:37:12,16.9,11.4328,70,1014.5,3.3,101.4,-0.882
2026-03-31 00:37:22,16.9,11.5443,71,1014.5,2.88,96.8,-0.867
2026-03-31 00:37:32,16.9,11.5443,71,1014.5,2.92,100.4,-0.947
2026-03-31 00:37:42,16.9,11.5443,71,1014.5,3.08,96.1,-0.863
2026-03-31 00:37:52,16.9,11.5443,71,1014.5,2.86,99.6,-0.951
2026-03-31 00:38:02,16.9,11.5443,71,1014.5,3.31,93.2,-0.89
2026-03-31 00:38:12,16.9,11.6551,71,1014.5,3.42,94.0,-1.043
2026-03-31 00:38:22,16.9,11.5443,71,1014.5,2.96,99.3,-0.886
2026-03-31 00:38:32,16.9,11.5443,71,1014.5,3.3,98.9,-0.917
2026-03-31 00:38:42,16.9,11.5443,71,1014.5,2.92,106.6,-0.898
2026-03-31 00:38:52,16.9,11.5443,71,1014.5,2.98,101.8,-0.882
2026-03-31 00:39:02,16.9,11.5443,71,1014.5,2.65,101.6,-0.928
2026-03-31 00:39:12,16.9,11.5443,71,1014.5,3.15,94.7,-0.809
2026-03-31 00:39:22,16.9,11.5443,71,1014.5,3.22,97.9,-0.809
2026-03-31 00:39:32,16.9,11.5443,71,1014.5,2.72,97.0,-0.882
2026-03-31 00:39:42,16.9,11.6551,71,1014.5,3.24,98.1,-0.825
2026-03-31 00:39:52,16.9,11.5443,71,1014.5,3.07,92.5,-0.825
2026-03-31 00:40:02,16.9,11.6551,71,1014.5,3.42,96.7,-0.836
2026-03-31 00:40:12,16.9,11.5443,71,1014.5,3.06,97.9,-0.829
2026-03-31 00:40:22,16.9,11.6551,71,1014.5,3.24,98.2,-0.798
2026-03-31 00:40:32,16.9,11.6551,71,1014.5,3.43,100.5,-0.809
2026-03-31 00:40:42,16.9,11.5443,71,1014.5,3.34,100.1,-0.798
2026-03-31 00:40:52,16.8,11.6551,71,1014.5,3.02,101.6,-0.848
2026-03-31 00:41:02,16.9,11.6551,71,1014.5,2.65,101.0,-0.875
2026-03-31 00:41:12,16.9,11.5443,71,1014.5,2.41,99.4,-0.825
2026-03-31 00:41:22,16.9,11.6551,71,1014.5,2.8,99.3,-0.832
2026-03-31 00:41:32,16.9,11.6551,71,1014.5,3.03,89.1,-0.986
2026-03-31 00:41:42,16.9,11.6551,71,1014.5,2.82,91.7,-1.009
2026-03-31 00:41:52,16.9,11.5443,71,1014.5,3.05,89.9,-0.913
2026-03-31 00:42:02,16.9,11.6551,71,1014.5,2.49,98.0,-0.829
2026-03-31 00:42:12,16.9,11.5443,71,1014.5,2.78,90.8,-0.848
2026-03-31 00:42:22,16.9,11.5443,71,1014.5,2.6,88.4,-0.867
2026-03-31 00:42:32,16.9,11.6551,71,1014.5,2.45,98.5,-0.821
2026-03-31 00:42:42,16.9,11.5443,71,1014.5,2.69,102.6,-0.813
2026-03-31 00:42:52,16.9,11.5443,71,1014.5,2.39,96.0,-0.836
2026-03-31 00:43:02,16.9,11.5443,71,1014.5,2.2,97.0,-0.817
2026-03-31 00:43:12,16.9,11.5443,71,1014.5,2.59,96.2,-0.89
2026-03-31 00:43:22,16.9,11.5443,71,1014.5,2.85,96.3,-0.89
2026-03-31 00:43:32,16.9,11.5443,71,1014.5,3.4,96.8,-0.871
2026-03-31 00:43:42,16.9,11.5443,71,1014.5,2.85,91.5,-0.771
2026-03-31 00:43:52,16.9,11.6551,71,1014.5,3.03,106.8,-0.879
2026-03-31 00:44:02,16.9,11.5443,71,1014.5,2.67,107.1,-0.886
2026-03-31 00:44:12,16.9,11.5443,71,1014.5,3.0,101.5,-0.806
2026-03-31 00:44:22,16.8,11.5443,71,1014.5,3.26,99.6,-0.871
2026-03-31 00:44:32,16.8,11.6551,71,1014.5,2.92,104.4,-0.802
2026-03-31 00:44:42,16.9,11.6551,71,1014.5,3.27,103.4,-0.932
2026-03-31 00:44:52,16.8,11.5443,71,1014.5,3.14,107.3,-0.821
2026-03-31 00:45:02,16.8,11.5443,71,1014.5,2.77,107.0,-0.767
2026-03-31 00:45:12,16.8,11.6551,72,1014.5,2.74,94.3,-0.825
2026-03-31 00:45:22,16.8,11.5443,72,1014.5,2.93,93.7,-0.863
2026-03-31 00:45:32,16.8,11.6551,72,1014.5,2.72,95.6,-0.783
2026-03-31 00:45:42,16.8,11.5443,71,1014.5,2.85,98.7,-0.798
2026-03-31 00:45:52,16.8,11.5443,71,1014.5,3.23,93.1,-0.974
2026-03-31 00:46:02,16.8,11.5443,71,1014.5,2.63,95.1,-0.909
2026-03-31 00:46:12,16.8,11.6551,71,1014.5,2.76,96.1,-0.852
2026-03-31 00:46:22,16.9,11.6551,71,1014.5,2.17,110.8,-0.84
2026-03-31 00:46:32,16.9,11.6551,71,1014.5,2.59,100.1,-0.902
2026-03-31 00:46:42,16.8,11.5443,71,1014.5,2.97,101.0,-0.817
2026-03-31 00:46:52,16.8,11.5443,71,1014.5,3.12,104.6,-0.794
2026-03-31 00:47:02,16.8,11.7652,72,1014.5,2.89,101.8,-0.925
2026-03-31 00:47:12,16.8,11.6551,71,1014.5,2.58,97.5,-0.725
2026-03-31 00:47:22,16.8,11.6551,72,1014.5,2.87,97.2,-0.856
2026-03-31 00:47:32,16.8,11.6551,71,1014.5,2.42,102.9,-0.779
2026-03-31 00:47:42,16.8,11.5443,71,1014.5,2.76,99.6,-0.798
2026-03-31 00:47:52,16.8,11.5443,71,1014.5,2.24,105.9,-0.81
2026-03-31 00:48:02,16.8,11.5443,71,1014.4,3.29,94.4,-0.867
2026-03-31 00:48:12,16.8,11.6551,72,1014.5,2.85,95.6,-0.913
2026-03-31 00:48:22,16.8,11.5443,71,1014.5,2.7,105.4,-0.879
2026-03-31 00:48:32,16.9,11.5443,71,1014.5,2.74,88.8,-0.825
2026-03-31 00:48:42,16.8,11.6551,72,1014.5,2.67,100.3,-0.836
2026-03-31 00:48:52,16.8,11.6551,72,1014.5,2.65,100.6,-0.882
2026-03-31 00:49:02,16.8,11.5443,71,1014.5,2.71,92.8,-0.79
2026-03-31 00:49:12,16.8,11.5443,71,1014.5,2.55,113.1,-0.882
2026-03-31 00:49:22,16.9,11.5443,71,1014.5,2.42,106.3,-0.821
2026-03-31 00:49:32,16.9,11.6551,72,1014.5,2.1,95.6,-0.882
2026-03-31 00:49:42,16.8,11.5443,71,1014.5,2.33,102.8,-0.79
2026-03-31 00:49:52,16.9,11.6551,71,1014.5,2.67,105.5,-0.906
2026-03-31 00:50:02,16.9,11.6551,71,1014.5,2.7,100.6,-0.894
2026-03-31 00:50:12,16.8,11.5443,71,1014.5,2.67,91.6,-0.817
2026-03-31 00:50:22,16.8,11.5443,71,1014.5,2.87,98.2,-0.852
2026-03-31 00:50:32,16.8,11.5443,71,1014.5,2.93,94.1,-0.86
2026-03-31 00:50:42,16.7,11.5443,72,1014.5,2.93,95.7,-0.909
2026-03-31 00:50:52,16.7,11.6551,72,1014.5,2.84,99.8,-0.825
2026-03-31 00:51:02,16.7,11.5443,72,1014.5,2.65,104.1,-0.913
2026-03-31 00:51:12,16.7,11.5443,71,1014.5,2.81,100.5,-0.825
2026-03-31 00:51:22,16.8,11.5443,71,1014.5,2.78,101.0,-0.917
2026-03-31 00:51:32,16.8,11.5443,71,1014.5,2.4,104.4,-0.821
2026-03-31 00:51:42,16.7,11.6551,72,1014.5,2.41,95.9,-0.802
2026-03-31 00:51:52,16.8,11.5443,71,1014.5,2.61,111.4,-0.925
2026-03-31 00:52:02,16.7,11.6551,72,1014.4,2.74,95.3,-0.883
2026-03-31 00:52:12,16.7,11.5443,72,1014.4,2.65,97.1,-0.86
2026-03-31 00:52:22,16.7,11.6551,72,1014.5,2.18,102.5,-0.79
2026-03-31 00:52:32,16.7,11.6551,72,1014.4,3.09,111.7,-0.906
2026-03-31 00:52:42,16.7,11.5443,72,1014.4,3.04,103.6,-0.955
